angulo_central_graus,angulo_de_entrada_graus,angulo_de_saida_graus,rampa_maxima_graus,inclinacao_lateral_maxima_graus,curso_do_pistao_mm,diametro_do_cilindro_mm,altura_do_flanco_mm,altura_mm,bitola_dianteira_mm,bitola_traseira_mm,comprimento_mm,distancia_entre_eixos_mm,largura_mm,vao_livre_do_solo_mm,altura_minima_do_solo_mm,travessia_de_agua_mm,potencia_maxima_rpm,rotacao_de_potencia_maxima_rpm,rotacao_de_torque_maximo_rpm,rotacao_maxima_rpm,potencia_especifica_cv,potencia_maxima_cv,potencia_cv,potencia_combinada_cv,potencia_especifica_cv/litro,peso_potencia_kg/cv,peso_torque_kg/kgfm,torque_especifico_kgfm/litro,peso_potencia_kg,peso_torque_kg,torque_especifico_kg,peso_kg,carga_util_kg,reboque_com_freio_kg,reboque_sem_freio_kg,torque_kg,torque_combinado_kg,consumo_rodoviario_gasolina_km/l,consumo_urbano_gasolina_km/l,consumo_rodoviario_diesel_km/l,consumo_urbano_diesel_km/l,consumo_rodoviario_km/l,consumo_urbano_km/l,consumo_rodoviario_alcool_km/l,consumo_urbano_alcool_km/l,velocidade_maxima_km/h,velocidade_maxima_modo_eletrico_km/h,velocidade_maxima_km,consumo_rodoviario_gasolina_km,consumo_urbano_gasolina_km,autonomia_rodoviaria_gasolina_km,autonomia_urbana_gasolina_km,consumo_rodoviario_diesel_km,consumo_urbano_diesel_km,autonomia_rodoviaria_diesel_km,autonomia_urbana_diesel_km,autonomia_km,consumo_eletrico_km,autonomia_eletrica_km,velocidade_maxima_modo_eletrico_km,consumo_rodoviario_km,consumo_urbano_km,autonomia_rodoviaria_km,autonomia_urbana_km,consumo_rodoviario_alcool_km,consumo_urbano_alcool_km,autonomia_rodoviaria_alcool_km,autonomia_urbana_alcool_km,aceleracao_0_100_km_h_s,cilindrada_cm³,cilindrada_unitaria_cm³,porta_malas_litros,tanque_de_combustivel_litros,porta_malas_5_lugares_litros,porta_malas_7_lugares_litros,porta_malas_6_lugares_litros,diametro_minimo_de_giro_m,diametro_de_giro_m,frenagem_0_100_km_h_m,area_frontal_m²,area_frontal_corrigida_m²,capacidade_de_bateria_kWh,consumo_eletrico_kWh,ID
NA,NA,NA,NA,NA,92.8,82.5,102,1567,1584,1576,4500,2680,1843,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.1,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.1,8,606,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.8,NA,2.4,0.84,NA,NA,30
NA,15,21,NA,NA,NA,NA,119,1633,1655,1655,4915,2928,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,408,NA,6.67,40.18,NA,6.67,40.18,NA,2720,NA,1800,750,36.2,67.7,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,332,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,569,NA,NA,NA,NA,NA,12.2,NA,2.65,0.769,114,20.6,31
NA,15,21,NA,NA,NA,NA,106,1633,1655,1655,4915,2928,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,408,NA,6.67,40.18,NA,6.67,40.18,NA,2720,NA,1800,750,36.2,67.7,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,332,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,569,NA,NA,NA,NA,NA,12.2,NA,2.65,0.769,114,20.6,32
NA,15,21,NA,NA,NA,NA,119,1619,1655,1655,4915,2928,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,408,NA,6.65,40.1,NA,6.65,40.1,NA,2715,NA,1800,750,36.2,67.7,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,342,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,528,NA,NA,NA,NA,NA,12.2,NA,2.65,0.689,114,19.9,33
NA,15,21,NA,NA,NA,NA,106,1619,1655,1655,4915,2928,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,408,NA,6.65,40.1,NA,6.65,40.1,NA,2715,NA,1800,750,36.2,67.7,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,342,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,528,NA,NA,NA,NA,NA,12.2,NA,2.65,0.689,114,19.9,34
NA,13.1,12.5,NA,NA,86,86,96,1460,1668,1650,4995,2930,1951,NA,NA,NA,630,6000,2300,6800,157.7,630,NA,NA,157.7,3.32,24.1,21.7,3.32,24.1,21.7,2090,650,2100,750,NA,NA,7.8,5.9,NA,NA,NA,NA,NA,NA,280,NA,280,7.8,5.9,569,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3996,500,565,73,NA,NA,NA,NA,12.1,NA,2.41,0.844,NA,NA,35
NA,13.1,12.5,NA,NA,86,86,83,1460,1668,1650,4995,2930,1951,NA,NA,NA,630,6000,2300,6800,157.7,630,NA,NA,157.7,3.32,24.1,21.7,3.32,24.1,21.7,2090,650,2100,750,NA,NA,7.8,5.9,NA,NA,NA,NA,NA,NA,280,NA,280,7.8,5.9,569,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3996,500,565,73,NA,NA,NA,NA,12.1,NA,2.41,0.844,NA,NA,36
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4495,2636,1816,NA,NA,NA,204,4250,1450,6700,102.8,204,8.2,NA,102.8,7.28,48.5,15.4,7.28,48.5,15.4,1485,NA,NA,NA,6.1,NA,12.6,10.2,NA,NA,NA,NA,NA,NA,210,NA,210,12.6,10.2,630,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,496,425,50,NA,NA,NA,NA,11.6,NA,2.17,0.586,NA,NA,37
NA,12.2,12.7,NA,NA,92.8,82.5,89,1386,1587,1568,A757,2824,1843,NA,NA,NA,204,4500,1450,6700,102.8,204,NA,NA,102.8,7.43,46.5,16.4,7.43,46.5,16.4,1515,570,1700,750,NA,NA,12.4,10.3,NA,NA,NA,NA,NA,NA,210,NA,210,12.4,10.3,670,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1984,496,465,54,NA,NA,NA,NA,11.7,NA,2.16,0.562,NA,NA,38
NA,16,12,NA,NA,NA,NA,124,1413,1710,1694,4989,2900,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,530,NA,4.29,34.85,NA,4.29,34.85,NA,2276,564,NA,NA,42.3,65.3,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,308,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,405,NA,NA,NA,NA,NA,11.6,NA,2.35,0.564,93.4,20,39
NA,NA,NA,NA,NA,92.8,82.5,129,1616,1584,1576,4484,2680,1849,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.3,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.3,8,618,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.7,NA,2.44,0.878,NA,NA,40
NA,NA,NA,NA,NA,92.8,82.5,118,1616,1584,1576,4484,2680,1849,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.3,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.3,8,618,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.7,NA,2.44,0.878,NA,NA,41
NA,NA,NA,NA,NA,92.8,82.5,129,1616,1584,1576,4484,2680,1849,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.3,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.3,8,618,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.7,NA,2.44,0.878,NA,NA,42
NA,NA,NA,NA,NA,92.8,82.5,118,1567,1584,1576,4500,2680,1843,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.1,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.1,8,606,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.8,NA,2.4,0.84,NA,NA,43
NA,NA,NA,NA,NA,92.8,82.5,129,1567,1584,1576,4500,2680,1843,NA,140,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.69,51.2,17.5,7.69,51.2,17.5,1776,NA,NA,NA,NA,NA,10.1,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.1,8,606,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,496,530,60,NA,NA,NA,NA,11.8,NA,2.4,0.84,NA,NA,44
NA,NA,NA,NA,NA,92.8,82.5,115,1662,1616,1609,AGR2,2819,1893,NA,208,NA,265,5250,1600,NA,133.6,265,NA,NA,133.6,6.98,49.1,19,6.98,49.1,19,1850,NA,1996,750,NA,NA,10,8.5,NA,NA,NA,NA,NA,NA,210,NA,210,10,8.5,700,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1984,496,520,70,NA,NA,NA,NA,11.7,NA,2.67,0.801,NA,NA,45
NA,NA,NA,NA,NA,92.8,82.5,129,1662,1616,1609,AGR2,2819,1893,NA,208,NA,265,5250,1600,NA,133.6,265,NA,NA,133.6,6.98,49.1,19,6.98,49.1,19,1850,NA,1996,750,NA,NA,10,8.5,NA,NA,NA,NA,NA,NA,210,NA,210,10,8.5,700,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1984,496,520,70,NA,NA,NA,NA,11.7,NA,2.67,0.801,NA,NA,46
NA,NA,NA,NA,NA,92.8,82.5,129,1662,1616,1609,AGR2,2819,1893,NA,208,NA,265,5250,1600,NA,133.6,265,NA,NA,133.6,6.98,49.1,19,6.98,49.1,19,1850,NA,1996,750,NA,NA,10,8.5,NA,NA,NA,NA,NA,NA,210,NA,210,10,8.5,700,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1984,496,520,70,NA,NA,NA,NA,11.7,NA,2.67,0.801,NA,NA,47
NA,20,21.1,NA,NA,92.8,82.5,115,1659,1616,1609,AGR2,2819,1893,NA,NA,NA,252,5250,1600,NA,127,252,143,367,127,8.23,55,19,8.23,55,19,2075,585,2000,750,35.7,51,NA,NA,NA,NA,9.6,8.5,NA,NA,210,135,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,37,135,9.6,8.5,518,459,NA,NA,NA,NA,5.3,1984,496,465,54,NA,NA,NA,NA,11.8,NA,2.64,0.818,17.9,19.3,48
NA,20,21.1,NA,NA,92.8,82.5,129,1659,1616,1609,AGR2,2819,1893,NA,NA,NA,252,5250,1600,NA,127,252,143,367,127,8.23,55,19,8.23,55,19,2075,585,2000,750,35.7,51,NA,NA,NA,NA,9.6,8.5,NA,NA,210,135,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,37,135,9.6,8.5,518,459,NA,NA,NA,NA,5.3,1984,496,465,54,NA,NA,NA,NA,11.8,NA,2.64,0.818,17.9,19.3,49
NA,19.9,21.1,NA,NA,92.8,82.5,115,1609,1616,1609,4689,2819,1893,NA,NA,NA,252,5250,1600,NA,127,252,143,367,127,8.23,55,19,8.23,55,19,2075,585,2000,750,35.7,51,NA,NA,NA,NA,8.9,8.6,NA,NA,210,135,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,30,135,8.9,8.6,481,464,NA,NA,NA,NA,5.3,1984,496,455,54,NA,NA,NA,NA,11.8,NA,2.64,0.818,17.9,19.3,50
NA,19.9,21.1,NA,NA,92.8,82.5,129,1609,1616,1609,4689,2819,1893,NA,NA,NA,252,5250,1600,NA,127,252,143,367,127,8.23,55,19,8.23,55,19,2075,585,2000,750,35.7,51,NA,NA,NA,NA,8.9,8.6,NA,NA,210,135,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,30,135,8.9,8.6,481,464,NA,NA,NA,NA,5.3,1984,496,455,54,NA,NA,NA,NA,11.8,NA,2.64,0.818,17.9,19.3,51
NA,17,12.6,NA,NA,86,84.5,83,1387,1598,1588,4783,2826,1866,NA,NA,NA,450,5700,1900,6800,155.5,450,NA,NA,155.5,3.87,28.5,21.1,3.87,28.5,21.1,1742,580,NA,NA,NA,NA,9.6,6.9,NA,NA,NA,NA,NA,NA,290,NA,290,9.6,6.9,557,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2894,482,430,58,NA,NA,NA,NA,11.7,NA,2.17,0.694,NA,NA,52
NA,17,12.6,NA,NA,86,84.5,83,1387,1598,1588,4783,2826,1866,NA,NA,NA,450,5700,1900,6800,155.5,450,NA,NA,155.5,3.87,28.5,21.1,3.87,28.5,21.1,1742,580,NA,NA,NA,NA,9.6,6.9,NA,NA,NA,NA,NA,NA,290,NA,290,9.6,6.9,557,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2894,482,430,58,NA,NA,NA,NA,11.7,NA,2.17,0.694,NA,NA,53
NA,17,12.6,NA,NA,86,84.5,83,1387,1598,1588,4783,2826,1866,NA,NA,NA,450,5700,1900,6800,155.5,450,NA,NA,155.5,3.87,28.5,21.1,3.87,28.5,21.1,1742,580,NA,NA,NA,NA,9.6,6.9,NA,NA,NA,NA,NA,NA,280,NA,280,9.6,6.9,557,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2894,482,430,58,NA,NA,NA,NA,11.7,NA,2.17,0.694,NA,NA,54
NA,NA,NA,NA,NA,80,74.5,90,1449,1554,1525,mm,2636,1816,NA,NA,NA,cv,6000,1450,NA,107.5,cv,NA,NA,107.5,8.2,48.2,18.3,8.2,48.2,18.3,kg,550,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,212,NA,212,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,cm³,NA,380,50,NA,NA,NA,NA,11.6,NA,2.17,0.629,NA,NA,55
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4343,2636,1816,NA,NA,NA,204,4250,1450,6700,102.8,204,8.2,NA,102.8,7.28,48.5,15.4,7.28,48.5,15.4,1485,NA,NA,NA,6.1,NA,11.9,10,NA,NA,NA,NA,NA,NA,210,NA,210,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,496,380,50,NA,NA,NA,NA,11.6,NA,2.17,0.629,NA,NA,56
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,mm,2636,1816,NA,NA,NA,190,4250,1450,6700,95.8,190,NA,NA,95.8,7.8,45.6,16.4,7.8,45.6,16.4,kg,NA,NA,NA,NA,NA,14,11,NA,NA,NA,NA,NA,NA,241,NA,241,14,11,700,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,NA,380,50,NA,NA,NA,NA,11.6,NA,2.17,0.629,NA,NA,57
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4343,2636,1816,NA,NA,NA,190,4250,1450,6700,95.8,190,NA,NA,95.8,7.8,45.6,16.4,7.8,45.6,16.4,1485,NA,NA,NA,NA,NA,11.9,10,NA,NA,NA,NA,NA,NA,241,NA,241,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,NA,380,50,NA,NA,NA,NA,11.6,NA,2.17,0.629,NA,NA,58
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4343,2636,1816,NA,NA,NA,204,4250,1450,6700,102.8,204,8.2,NA,102.8,7.28,48.5,15.4,7.28,48.5,15.4,1485,NA,NA,NA,6.1,NA,11.9,10,NA,NA,NA,NA,NA,NA,210,NA,210,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,496,380,50,NA,NA,NA,NA,11.6,NA,2.17,0.629,NA,NA,59
NA,NA,NA,NA,NA,80,74.5,90,1425,1554,1525,mm,2636,1816,NA,NA,NA,cv,6000,1450,NA,107.5,cv,NA,NA,107.5,8.2,48.2,18.3,8.2,48.2,18.3,kg,550,NA,NA,NA,NA,11.5,10,NA,NA,NA,NA,NA,NA,212,NA,212,11.5,10,575,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,cm³,NA,425,50,NA,NA,NA,NA,11.6,NA,2.17,0.586,NA,NA,60
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,mm,2636,1816,NA,NA,NA,190,4250,1450,6700,95.8,190,NA,NA,95.8,7.8,45.6,16.4,7.8,45.6,16.4,kg,NA,NA,NA,NA,NA,14,11,NA,NA,NA,NA,NA,NA,248,NA,248,14,11,700,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,NA,425,50,NA,NA,NA,NA,11.6,NA,2.17,0.586,NA,NA,61
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4495,2636,1816,NA,NA,NA,190,4250,1450,6700,95.8,190,NA,NA,95.8,7.8,45.6,16.4,7.8,45.6,16.4,1485,NA,NA,NA,NA,NA,12.6,10.2,NA,NA,NA,NA,NA,NA,248,NA,248,12.6,10.2,630,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,NA,425,50,NA,NA,NA,NA,11.6,NA,2.17,0.586,NA,NA,62
NA,NA,NA,NA,NA,92.8,82.5,90,1430,1554,1525,4495,2636,1816,NA,NA,NA,204,4250,1450,6700,102.8,204,8.2,NA,102.8,7.28,48.5,15.4,7.28,48.5,15.4,1485,NA,NA,NA,6.1,NA,12.6,10.2,NA,NA,NA,NA,NA,NA,210,NA,210,12.6,10.2,630,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1984,496,425,50,NA,NA,NA,NA,11.6,NA,2.17,0.586,NA,NA,63
NA,12.5,15.3,NA,NA,92.8,82.5,89,1428,1572,1555,4762,2820,1847,NA,NA,NA,204,4500,1450,6700,102.8,204,NA,NA,102.8,7.3,45.6,16.4,7.3,45.6,16.4,1485,575,1700,750,NA,NA,12.5,10.5,NA,NA,13.3,10.9,NA,NA,210,NA,210,12.5,10.5,675,567,NA,NA,NA,NA,NA,NA,NA,NA,13.3,10.9,718,589,NA,NA,NA,NA,7.3,1984,NA,460,54,NA,NA,NA,NA,11.6,NA,2.2,0.55,NA,NA,64
NA,12.5,15.3,NA,NA,92.8,82.5,98,1428,1572,1555,4762,2820,1847,NA,NA,NA,204,4500,1450,6700,102.8,204,NA,NA,102.8,7.3,45.6,16.4,7.3,45.6,16.4,1485,575,1700,750,NA,NA,12.5,10.5,NA,NA,13.3,10.9,NA,NA,210,NA,210,12.5,10.5,675,567,NA,NA,NA,NA,NA,NA,NA,NA,13.3,10.9,718,589,NA,NA,NA,NA,7.3,1984,NA,460,54,NA,NA,NA,NA,11.6,NA,2.2,0.55,NA,NA,65
NA,12.5,15.3,NA,NA,92.8,82.5,98,1428,1572,1555,mm,2820,1847,NA,NA,NA,249,5000,1600,6700,125.5,249,NA,NA,125.5,6.2,41,19,6.2,41,19,kg,565,1900,750,NA,NA,NA,NA,NA,NA,11.7,9.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,9.3,679,539,NA,NA,NA,NA,5.8,1984,NA,460,58,NA,NA,NA,NA,11.6,NA,2.2,0.594,NA,NA,66
NA,12.5,15.3,NA,NA,92.8,82.5,98,1428,1572,1555,4762,2820,1847,NA,NA,NA,249,5000,1600,6700,125.5,249,NA,NA,125.5,6.2,41,19,6.2,41,19,1545,565,1900,750,NA,NA,11.7,9.3,NA,NA,NA,NA,NA,NA,250,NA,250,11.7,9.3,679,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1984,NA,460,58,NA,NA,NA,NA,11.6,NA,2.2,0.594,NA,NA,67
NA,12.2,12.7,NA,NA,92.8,82.5,89,1386,1587,1568,4757,2824,1843,NA,NA,NA,204,4500,1450,6700,102.8,204,NA,NA,102.8,7.4,46.5,16.4,7.4,46.5,16.4,1515,570,1700,750,NA,NA,12.4,10.3,NA,NA,13.5,11.2,NA,NA,210,NA,210,12.4,10.3,670,556,NA,NA,NA,NA,NA,NA,NA,NA,13.5,11.2,729,605,NA,NA,NA,NA,7.3,1984,NA,465,54,NA,NA,NA,NA,11.7,NA,2.16,0.562,NA,NA,68
NA,12.2,12.7,NA,NA,92.8,82.5,98,1386,1587,1568,4757,2824,1843,NA,NA,NA,249,5000,1600,NA,125.5,249,NA,NA,125.5,6.2,40.7,19,6.2,40.7,19,1535,570,1900,750,NA,NA,11.9,9.3,NA,NA,NA,NA,NA,NA,250,NA,250,11.9,9.3,643,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1984,NA,465,54,NA,NA,NA,NA,11.7,NA,2.16,0.583,NA,NA,69
NA,12.2,12.7,NA,NA,92.8,82.5,98,1386,1587,1568,mm,2824,1843,NA,NA,NA,249,5000,1600,NA,125.5,249,NA,NA,125.5,6.2,40.7,19,6.2,40.7,19,kg,570,1900,750,NA,NA,NA,NA,NA,NA,11.9,9.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,9.3,643,502,NA,NA,NA,NA,6,1984,NA,465,54,NA,NA,NA,NA,11.7,NA,2.16,0.583,NA,NA,70
NA,11.8,14.9,NA,NA,92.8,82.5,110,1457,1630,1617,4939,2924,1886,NA,NA,NA,245,NA,NA,6700,123.5,245,16,NA,123.5,7,45.2,19,7,45.2,19,1705,635,2000,750,NA,NA,NA,NA,NA,NA,12.9,9,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,9,813,567,NA,NA,NA,NA,6,1984,NA,530,63,NA,NA,NA,11.1,NA,NA,2.33,0.629,NA,NA,71
NA,11.8,14.9,NA,NA,92.8,82.5,110,1457,1630,1617,4939,2924,1886,NA,NA,NA,245,NA,NA,6700,123.5,245,16,NA,123.5,7,45.2,19,7,45.2,19,1705,635,2000,750,NA,NA,NA,NA,NA,NA,12.9,9,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,9,813,567,NA,NA,NA,NA,6,1984,NA,530,63,NA,NA,NA,11.1,NA,NA,2.33,0.629,NA,NA,72
NA,11.8,14.9,NA,NA,89,84.5,102,1457,1630,1617,mm,2924,1886,NA,NA,NA,340,5000,1370,6500,113.5,340,16,NA,113.5,5.2,34.7,17,5.2,34.7,17,kg,630,2000,750,NA,NA,NA,NA,NA,NA,10.3,8.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,8.3,752,606,NA,NA,NA,NA,5.1,2995,NA,530,73,NA,NA,NA,NA,11.1,NA,2.33,0.676,NA,NA,73
NA,11.8,14.9,NA,NA,89,84.5,102,1457,1630,1617,4939,2924,1886,NA,NA,NA,340,5000,1370,6500,113.5,340,16,NA,113.5,5.2,34.7,17,5.2,34.7,17,1770,630,2000,750,NA,NA,10.3,8.3,NA,NA,NA,NA,NA,NA,250,NA,250,10.3,8.3,752,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2995,NA,530,73,NA,NA,NA,NA,11.1,NA,2.33,0.676,NA,NA,74
NA,12.4,14.1,NA,NA,89,84.5,102,1422,1651,1637,NA,2926,1908,NA,NA,NA,NA,5000,1370,6500,113.5,NA,16,NA,113.5,5.8,38.5,17,5.8,38.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,8.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,8.3,759,606,NA,NA,NA,NA,5.3,NA,NA,535,73,NA,NA,NA,NA,12.2,NA,2.29,0.641,NA,NA,75
NA,12.4,14.1,NA,NA,89,84.5,102,1422,1651,1637,mm,2926,1908,NA,NA,NA,340,5000,1370,6500,113.5,340,16,NA,113.5,5.8,38.5,17,5.8,38.5,17,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,8.3,NA,NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,8.3,759,606,NA,NA,NA,NA,5.3,2995,NA,535,73,NA,NA,NA,NA,12.2,NA,2.29,0.641,NA,NA,76
13.8,15.3,21.5,NA,NA,NA,NA,119,1629,1655,1652,mm,2928,1935,170,NA,NA,NA,NA,NA,NA,NA,NA,225,408,NA,6.51,39.33,NA,6.51,39.33,NA,kg,640,1800,750,36.2,67.7,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,436,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,660,NA,NA,NA,NA,NA,12.2,NA,2.65,0.742,95,26.2,77
NA,NA,NA,NA,NA,92.8,82.5,118,1616,1584,1576,4484,2680,1849,140,NA,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.7,51.2,17.5,7.7,51.2,17.5,1776,NA,NA,NA,NA,NA,10.3,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.3,8,618,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,NA,530,60,NA,NA,NA,NA,11.7,NA,2.44,0.878,NA,NA,78
NA,NA,NA,NA,NA,92.8,82.5,129,1616,1584,1576,4484,2680,1849,140,NA,NA,231,5000,1700,6700,116.4,231,NA,NA,116.4,7.7,51.2,17.5,7.7,51.2,17.5,1776,NA,NA,NA,NA,NA,10.3,8,NA,NA,NA,NA,NA,NA,240,NA,240,10.3,8,618,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1984,NA,530,60,NA,NA,NA,NA,11.7,NA,2.44,0.878,NA,NA,79
